ID,Gender,Education,Raw_Income,Total_Spend,Avg_Visits,Review_Text,Clean_Income,Spend_per_Visit,Review_Word_Count,Sentiment_Score,User_Segment
216,Female,Bachelors,49000,360.87,4,"This is disappointing, you get what you pay for (Ref:216-362).",49000.0,90.2175,10,-0.6,1
217,Male,Bachelors,"$50,000",1149.91,23,My friends also agree that it is great (Ref:217-162).,50000.0,49.996086956521744,9,0.8,2
218,Female,Bachelors,"$20,000",824.12,19,"I thought the price was high, and I think it is great (Ref:218-196).",20000.0,43.374736842105264,13,0.48000000000000004,2
219,Female,Bachelors,"$36,000",902.76,22,My friends also agree that it is as described (Ref:219-397).,36000.0,41.03454545454545,10,0.0,2
220,Male,Bachelors,"$48,000",1049.35,24,I felt it was as described (Ref:220-364).,48000.0,43.72291666666666,7,0.0,2
221,Male,Bachelors,"$134,000",535.85,16,My experience with this: functional (Ref:221-678).,134000.0,33.490625,6,0.0,0
222,Male,Bachelors,20000,590.69,16,"This is frustrating, you get what you pay for (Ref:222-204).",20000.0,36.918125,10,-0.4,2
223,Male,Bachelors,"$97,000",487.43,13,My experience with this: expensive (Ref:223-253).,97000.0,37.494615384615386,6,-0.5,0
224,Female,Masters,"$67,000",403.03,12,My experience with this: buggy (Ref:224-923).,67000.0,33.58583333333333,6,0.0,1
225,Male,Bachelors,76000,511.14,8,My opinion: it is functional (Ref:225-815).,76000.0,63.8925,6,0.0,0
226,Female,Bachelors,"$23,000",837.53,17,My opinion: it is as it is (Ref:226-821).,23000.0,49.26647058823529,8,0.0,2
227,Female,Bachelors,"$81,000",828.19,19,I felt it was as described (Ref:227-793).,81000.0,43.58894736842105,7,0.0,0
228,Female,Bachelors,108000,481.22,19,Just the facts: it is terrible (Ref:228-804).,108000.0,25.327368421052633,7,-1.0,0
229,Female,High School,20000,788.36,19,"I thought the price was high, and I think it is frustrating (Ref:229-101).",20000.0,41.49263157894737,13,-0.12000000000000001,2
230,Female,Masters,"$23,000",363.53,3,My opinion: it is a normal one (Ref:230-277).,23000.0,121.17666666666666,8,0.15,1
231,Female,Bachelors,43000,567.04,11,Just the facts: it is frustrating (Ref:231-616).,43000.0,51.54909090909091,7,-0.4,2
232,Female,Bachelors,"$20,000",542.08,19,My experience with this: bad (Ref:232-474).,20000.0,28.530526315789476,6,-0.6999999999999998,2
233,Female,Bachelors,23000,1004.25,22,"I believe the price is reasonablen, the product: buggy (Ref:233-955).",23000.0,45.64772727272727,10,0.0,2
234,Male,Bachelors,"$44,000",168.64,9,My friends also agree that it is slow (Ref:234-438).,44000.0,18.737777777777776,9,-0.30000000000000004,1
235,Female,Bachelors,"$53,000",702.24,16,My friends also agree that it is functional (Ref:235-585).,53000.0,43.89,9,0.0,2
236,Female,Bachelors,"$20,000",233.15,2,"This is buggy, you get what you pay for (Ref:236-748).",20000.0,116.575,10,0.0,1
237,Male,Masters,20000,210.89,12,"This is terrible, you get what you pay for (Ref:237-694).",20000.0,17.574166666666667,10,-1.0,1
238,Female,Bachelors,"$71,000",491.58,10,My opinion: it is average (Ref:238-587).,71000.0,49.158,6,-0.15,2
239,Male,Bachelors,21000,457.32,10,My friends also agree that it is frustrating (Ref:239-395).,21000.0,45.732,9,-0.4,1
240,Female,High School,"$84,000",855.98,16,My experience with this: disappointing (Ref:240-849).,84000.0,53.49875,6,-0.6,0
241,Male,Bachelors,21000,456.36,13,"I thought the price was high, and I think it is average (Ref:241-380).",21000.0,35.104615384615386,13,0.0050000000000000044,1
242,Female,Bachelors,44000,76.65,5,I felt it was bad (Ref:242-609).,44000.0,15.330000000000002,6,-0.6999999999999998,1
243,Female,Bachelors,73000,427.81,16,My friends also agree that it is buggy (Ref:243-264).,73000.0,26.738125,9,0.0,1
244,Male,Masters,"$20,000",624.25,19,My opinion: it is functional (Ref:244-970).,20000.0,32.85526315789474,6,0.0,2
245,Female,Masters,"$146,000",1039.1,18,"I believe the price is reasonablen, the product: average (Ref:245-656).",146000.0,57.727777777777774,10,-0.15,0
246,Female,Masters,"$35,000",764.11,23,"I thought the price was high, and I think it is average (Ref:246-425).",35000.0,33.22217391304348,13,0.0050000000000000044,2
247,Male,Bachelors,"$55,000",50.0,2,My friends also agree that it is a normal one (Ref:247-420).,55000.0,25.0,11,0.15,1
248,Male,Masters,"$117,000",802.01,23,I felt it was functional (Ref:248-877).,117000.0,34.87,6,0.0,0
249,Female,Bachelors,20000,869.41,23,"This is great, you get what you pay for (Ref:249-435).",20000.0,37.8004347826087,10,0.8,2
250,Female,Bachelors,151000,538.03,16,"I thought the price was high, and I think it is the best (Ref:250-459).",151000.0,33.626875,14,0.58,0
251,Male,Bachelors,72000,50.0,6,My friends also agree that it is slow (Ref:251-344).,72000.0,8.333333333333334,9,-0.30000000000000004,1
252,Other,Bachelors,59000,96.81,6,My experience with this: disappointing (Ref:252-706).,59000.0,16.135,6,-0.6,1
253,Male,Bachelors,47000,105.57,1,Just the facts: it is expensive (Ref:253-810).,47000.0,105.57,7,-0.5,1
254,Other,Bachelors,20000,111.19,3,My opinion: it is functional (Ref:254-740).,20000.0,37.06333333333333,6,0.0,1
255,Female,Bachelors,93000,671.7,16,"I thought the price was high, and I think it is lovely (Ref:255-752).",93000.0,41.98125,13,0.33,0
256,Female,Masters,"$46,000",219.84,11,I felt it was buggy (Ref:256-476).,46000.0,19.985454545454544,6,0.0,1
257,Female,Bachelors,145000,1034.36,24,"This is frustrating, you get what you pay for (Ref:257-588).",145000.0,43.09833333333333,10,-0.4,0
258,Female,Bachelors,"$20,000",512.6,13,My opinion: it is fantastic (Ref:258-364).,20000.0,39.43076923076923,6,0.4,2
259,Male,Masters,65000,291.31,9,My experience with this: a normal one (Ref:259-794).,65000.0,32.367777777777775,8,0.15,1
260,Female,Bachelors,40000,520.78,11,"I thought the price was high, and I think it is the best (Ref:260-725).",40000.0,47.343636363636364,14,0.58,2
261,Female,Bachelors,131000,694.62,22,I felt it was expensive (Ref:261-494).,131000.0,31.573636363636364,6,-0.5,0
262,Female,Masters,20000,486.19,13,"This is average, you get what you pay for (Ref:262-973).",20000.0,37.39923076923077,10,-0.15,2
263,Female,Masters,43000,1056.91,21,Just the facts: it is average (Ref:263-463).,43000.0,50.32904761904762,7,-0.15,2
264,Female,Bachelors,20000,701.5,17,"This is a normal one, you get what you pay for (Ref:264-922).",20000.0,41.26470588235294,12,0.15,2
265,Female,Bachelors,"$105,000",421.36,3,"I believe the price is reasonablen, the product: terrible (Ref:265-353).",105000.0,140.45333333333335,10,-1.0,0
266,Male,Bachelors,"$20,000",156.74,1,"I thought the price was high, and I think it is a normal one (Ref:266-808).",20000.0,156.74,15,0.155,1
267,Female,Bachelors,"$25,000",581.15,10,My opinion: it is as it is (Ref:267-268).,25000.0,58.114999999999995,8,0.0,2
268,Female,Bachelors,23000,424.37,6,"This is as described, you get what you pay for (Ref:268-378).",23000.0,70.72833333333334,11,0.0,1
269,Male,High School,"$85,000",825.39,18,"I thought the price was high, and I think it is frustrating (Ref:269-824).",85000.0,45.855,13,-0.12000000000000001,0
270,Male,Masters,"$46,000",558.62,10,Just the facts: it is functional (Ref:270-583).,46000.0,55.862,7,0.0,2
271,Male,Bachelors,20000,217.03,8,Just the facts: it is functional (Ref:271-406).,20000.0,27.12875,7,0.0,1
272,Male,Masters,23000,672.19,15,My friends also agree that it is bad (Ref:272-685).,23000.0,44.81266666666667,9,-0.6999999999999998,2
273,Female,Bachelors,"$31,000",42.59,3,My friends also agree that it is as it is (Ref:273-751).,31000.0,14.196666666666667,11,0.0,1
274,Male,Bachelors,"$121,000",682.0,16,My friends also agree that it is slow (Ref:274-892).,121000.0,42.625,9,-0.30000000000000004,0
275,Other,Bachelors,20000,152.94,4,My friends also agree that it is a normal one (Ref:275-104).,20000.0,38.235,11,0.15,1
276,Female,Bachelors,77000,1030.91,20,My friends also agree that it is great (Ref:276-986).,77000.0,51.545500000000004,9,0.8,0
277,Male,Bachelors,20000,859.02,19,"This is average, you get what you pay for (Ref:277-670).",20000.0,45.21157894736842,10,-0.15,2
278,Male,Bachelors,"$52,000",50.0,1,My friends also agree that it is terrible (Ref:278-595).,52000.0,50.0,9,-1.0,1
279,Male,High School,"$117,000",148.39,1,"This is terrible, you get what you pay for (Ref:279-920).",117000.0,148.39,10,-1.0,0
280,Female,Bachelors,20000,347.94,10,My opinion: it is as described (Ref:280-952).,20000.0,34.794,7,0.0,1
281,Female,Masters,32000,451.36,11,My experience with this: disappointing (Ref:281-389).,32000.0,41.03272727272727,6,-0.6,1
282,Female,Bachelors,20000,892.03,22,"I believe the price is reasonablen, the product: lovely (Ref:282-473).",20000.0,40.54681818181818,10,0.5,2
283,Female,Bachelors,"$20,000",396.49,17,Just the facts: it is as it is (Ref:283-910).,20000.0,23.32294117647059,9,0.0,1
284,Male,High School,20000,723.21,22,My friends also agree that it is buggy (Ref:284-525).,20000.0,32.87318181818182,9,0.0,2
285,Male,Bachelors,30000,923.02,22,My experience with this: as it is (Ref:285-138).,30000.0,41.95545454545454,8,0.0,2
286,Female,Bachelors,"$20,000",775.02,20,My experience with this: buggy (Ref:286-156).,20000.0,38.751,6,0.0,2
287,Female,Bachelors,20000,584.62,12,Just the facts: it is functional (Ref:287-433).,20000.0,48.718333333333334,7,0.0,2
288,Female,Bachelors,"$22,000",222.78,6,"This is terrible, you get what you pay for (Ref:288-967).",22000.0,37.13,10,-1.0,1
289,Female,Bachelors,"$95,000",440.26,12,I felt it was as it is (Ref:289-200).,95000.0,36.68833333333333,8,0.0,0
290,Female,Masters,"$20,000",959.12,23,Just the facts: it is disappointing (Ref:290-521).,20000.0,41.70086956521739,7,-0.6,2
291,Female,Bachelors,"$25,000",552.21,7,"This is lovely, you get what you pay for (Ref:291-883).",25000.0,78.88714285714286,10,0.5,2
292,Female,Bachelors,59000,1076.55,24,"This is expensive, you get what you pay for (Ref:292-783).",59000.0,44.856249999999996,10,-0.5,2
293,Female,Bachelors,"$41,000",818.83,17,"I believe the price is reasonablen, the product: functional (Ref:293-973).",41000.0,48.1664705882353,10,0.0,2
294,Female,Masters,"$20,000",328.46,10,"I thought the price was high, and I think it is buggy (Ref:294-556).",20000.0,32.846,13,0.16,1
295,Male,Bachelors,20000,579.97,14,"I believe the price is reasonablen, the product: lovely (Ref:295-507).",20000.0,41.42642857142857,10,0.5,2
296,Male,Masters,"$66,000",324.68,1,"I thought the price was high, and I think it is bad (Ref:296-607).",66000.0,324.68,13,-0.2699999999999999,1
297,Male,Bachelors,20000,448.24,20,"This is slow, you get what you pay for (Ref:297-280).",20000.0,22.412,10,-0.30000000000000004,1
298,Male,Bachelors,"$20,000",114.9,3,"I believe the price is reasonablen, the product: frustrating (Ref:298-607).",20000.0,38.300000000000004,10,-0.4,1
299,Other,Masters,"$20,000",440.46,7,Just the facts: it is average (Ref:299-191).,20000.0,62.92285714285714,7,-0.15,1
300,Male,Bachelors,"$55,000",927.26,22,"I thought the price was high, and I think it is as it is (Ref:300-293).",55000.0,42.14818181818182,15,0.16,2
301,Female,Bachelors,"$98,000",1031.76,23,I felt it was a normal one (Ref:301-910).,98000.0,44.85913043478261,8,0.15,0
302,Female,Bachelors,99000,807.68,22,My opinion: it is amazing (Ref:302-343).,99000.0,36.71272727272727,6,0.6000000000000001,0
303,Female,Bachelors,20000,204.74,5,My friends also agree that it is bad (Ref:303-823).,20000.0,40.948,9,-0.6999999999999998,1
304,Female,Bachelors,20000,238.53,16,My friends also agree that it is bad (Ref:304-526).,20000.0,14.908125,9,-0.6999999999999998,1
305,Male,Bachelors,41000,741.49,22,My friends also agree that it is bad (Ref:305-511).,41000.0,33.70409090909091,9,-0.6999999999999998,2
306,Female,Bachelors,"$30,000",771.82,16,Just the facts: it is slow (Ref:306-995).,30000.0,48.23875,7,-0.30000000000000004,2
307,Male,Masters,71000,433.58,10,My opinion: it is disappointing (Ref:307-586).,71000.0,43.358,6,-0.6,1
308,Male,Bachelors,"$45,000",590.07,13,My experience with this: expensive (Ref:308-477).,45000.0,45.39,6,-0.5,2
309,Female,Bachelors,91000,50.0,5,"I believe the price is reasonablen, the product: functional (Ref:309-161).",91000.0,10.0,10,0.0,1
310,Male,Bachelors,20000,233.83,3,My experience with this: as it is (Ref:310-611).,20000.0,77.94333333333334,8,0.0,1
311,Female,Bachelors,"$45,000",319.61,12,"I believe the price is reasonablen, the product: functional (Ref:311-803).",45000.0,26.63416666666667,10,0.0,1
312,Female,Bachelors,68000,809.38,17,"I thought the price was high, and I think it is wonderful (Ref:312-277).",68000.0,47.61058823529412,13,0.58,2
313,Male,Bachelors,"$56,000",352.02,8,"I thought the price was high, and I think it is as it is (Ref:313-217).",56000.0,44.0025,15,0.16,1
314,Male,Bachelors,"$20,000",455.34,16,Just the facts: it is frustrating (Ref:314-390).,20000.0,28.45875,7,-0.4,1
315,Male,Bachelors,"$74,000",750.17,19,My friends also agree that it is disappointing (Ref:315-822).,74000.0,39.48263157894737,9,-0.6,0
316,Female,Bachelors,129000,957.4,17,"I believe the price is reasonablen, the product: expensive (Ref:316-662).",129000.0,56.317647058823525,10,-0.5,0
317,Female,Bachelors,92000,793.18,14,"I thought the price was high, and I think it is bad (Ref:317-679).",92000.0,56.65571428571428,13,-0.2699999999999999,0
318,Male,Bachelors,"$20,000",368.92,10,"This is as it is, you get what you pay for (Ref:318-903).",20000.0,36.892,12,0.0,1
319,Male,Masters,"$151,000",1275.56,24,"I believe the price is reasonablen, the product: terrible (Ref:319-544).",151000.0,53.14833333333333,10,-1.0,0
320,Female,Bachelors,23000,190.01,5,My opinion: it is disappointing (Ref:320-376).,23000.0,38.001999999999995,6,-0.6,1
321,Male,Masters,20000,307.56,9,"I thought the price was high, and I think it is frustrating (Ref:321-694).",20000.0,34.17333333333333,13,-0.12000000000000001,1
322,Female,Bachelors,66000,563.05,15,"This is as it is, you get what you pay for (Ref:322-269).",66000.0,37.53666666666666,12,0.0,2
323,Male,Masters,"$205,000",1057.85,24,I felt it was disappointing (Ref:323-900).,205000.0,44.07708333333333,6,-0.6,0
324,Male,Bachelors,86000,395.32,16,"This is expensive, you get what you pay for (Ref:324-292).",86000.0,24.7075,10,-0.5,0
325,Female,Bachelors,100000,188.75,9,I felt it was as described (Ref:325-436).,100000.0,20.97222222222222,7,0.0,1
326,Female,High School,"$20,000",176.55,6,My experience with this: buggy (Ref:326-762).,20000.0,29.425,6,0.0,1
327,Male,Bachelors,"$20,000",146.55,10,My friends also agree that it is as described (Ref:327-458).,20000.0,14.655000000000001,10,0.0,1
328,Female,Bachelors,"$20,000",218.57,8,"I believe the price is reasonablen, the product: a normal one (Ref:328-748).",20000.0,27.32125,12,0.15,1
329,Female,Bachelors,46000,714.15,18,"I thought the price was high, and I think it is functional (Ref:329-197).",46000.0,39.675,13,0.16,2
330,Female,High School,146000,214.9,6,My opinion: it is expensive (Ref:330-946).,146000.0,35.81666666666667,6,-0.5,0
331,Male,Bachelors,20000,50.0,2,"This is bad, you get what you pay for (Ref:331-418).",20000.0,25.0,10,-0.6999999999999998,1
332,Female,Bachelors,"$95,000",549.81,11,I felt it was as described (Ref:332-105).,95000.0,49.98272727272727,7,0.0,0
333,Male,Bachelors,"$84,000",583.95,20,I felt it was buggy (Ref:333-613).,84000.0,29.1975,6,0.0,0
334,Female,Bachelors,53000,609.43,14,My friends also agree that it is excellent (Ref:334-157).,53000.0,43.53071428571428,9,1.0,2
335,Female,Bachelors,44000,180.13,6,"I thought the price was high, and I think it is disappointing (Ref:335-289).",44000.0,30.021666666666665,13,-0.21999999999999997,1
336,Male,Bachelors,20000,320.24,9,My friends also agree that it is functional (Ref:336-860).,20000.0,35.58222222222222,9,0.0,1
337,Male,Bachelors,29000,724.38,16,My opinion: it is expensive (Ref:337-333).,29000.0,45.27375,6,-0.5,2
338,Female,Bachelors,"$61,000",419.83,13,"This is as it is, you get what you pay for (Ref:338-654).",61000.0,32.29461538461538,12,0.0,1
339,Female,Bachelors,"$45,000",362.07,11,My opinion: it is terrible (Ref:339-624).,45000.0,32.915454545454544,6,-1.0,1
340,Female,Bachelors,"$20,000",342.15,2,I felt it was terrible (Ref:340-631).,20000.0,171.075,6,-1.0,1
341,Female,Bachelors,"$132,000",52.99,1,Just the facts: it is as it is (Ref:341-695).,132000.0,52.99,9,0.0,0
342,Female,Bachelors,20000,258.0,1,My experience with this: bad (Ref:342-338).,20000.0,258.0,6,-0.6999999999999998,1
343,Female,Bachelors,26000,575.79,18,I felt it was frustrating (Ref:343-690).,26000.0,31.98833333333333,6,-0.4,2
344,Female,Bachelors,20000,207.43,6,"This is disappointing, you get what you pay for (Ref:344-166).",20000.0,34.571666666666665,10,-0.6,1
345,Male,Bachelors,20000,308.16,9,Just the facts: it is bad (Ref:345-314).,20000.0,34.24,7,-0.6999999999999998,1
346,Female,Bachelors,45000,328.68,6,My friends also agree that it is average (Ref:346-910).,45000.0,54.78,9,-0.15,1
347,Female,Bachelors,"$69,000",776.87,19,I felt it was bad (Ref:347-671).,69000.0,40.88789473684211,6,-0.6999999999999998,2
348,Female,Bachelors,106000,644.05,16,I felt it was the best (Ref:348-972).,106000.0,40.253125,7,1.0,0
349,Female,Bachelors,20000,630.01,19,"I thought the price was high, and I think it is expensive (Ref:349-340).",20000.0,33.15842105263158,13,-0.16999999999999998,2
350,Male,Masters,"$59,000",293.47,6,Just the facts: it is disappointing (Ref:350-515).,59000.0,48.91166666666667,7,-0.6,1
351,Female,High School,"$20,000",473.41,5,My friends also agree that it is average (Ref:351-796).,20000.0,94.682,9,-0.15,1
352,Female,Masters,20000,251.03,4,Just the facts: it is as described (Ref:352-557).,20000.0,62.7575,8,0.0,1
353,Male,Bachelors,"$20,000",139.46,3,"I thought the price was high, and I think it is functional (Ref:353-839).",20000.0,46.48666666666667,13,0.16,1
354,Male,High School,"$22,000",379.15,12,"This is functional, you get what you pay for (Ref:354-327).",22000.0,31.59583333333333,10,0.0,1
355,Female,Bachelors,20000,558.43,11,"I believe the price is reasonablen, the product: lovely (Ref:355-696).",20000.0,50.76636363636363,10,0.5,2
356,Male,Bachelors,68000,189.04,6,My friends also agree that it is slow (Ref:356-933).,68000.0,31.506666666666664,9,-0.30000000000000004,1
357,Female,Masters,"$20,000",1057.7,24,My experience with this: as it is (Ref:357-995).,20000.0,44.07083333333333,8,0.0,2
358,Male,High School,"$20,000",135.95,2,My friends also agree that it is disappointing (Ref:358-155).,20000.0,67.975,9,-0.6,1
359,Female,Bachelors,96000,613.18,18,My opinion: it is as it is (Ref:359-816).,96000.0,34.065555555555555,8,0.0,0
360,Other,Masters,63000,470.45,13,My experience with this: bad (Ref:360-927).,63000.0,36.18846153846154,6,-0.6999999999999998,2
361,Male,Bachelors,"$62,000",338.6,10,I felt it was slow (Ref:361-639).,62000.0,33.86,6,-0.30000000000000004,1
362,Male,Bachelors,"$20,000",874.14,19,"This is slow, you get what you pay for (Ref:362-591).",20000.0,46.00736842105263,10,-0.30000000000000004,2
363,Female,High School,121000,955.12,17,Just the facts: it is great (Ref:363-719).,121000.0,56.18352941176471,7,0.8,0
364,Female,Bachelors,"$36,000",768.02,23,"I thought the price was high, and I think it is lovely (Ref:364-419).",36000.0,33.39217391304348,13,0.33,2
365,Other,Bachelors,"$20,000",50.0,5,"I thought the price was high, and I think it is slow (Ref:365-764).",20000.0,10.0,13,-0.07000000000000002,1
366,Female,Masters,133000,1037.02,19,Just the facts: it is a normal one (Ref:366-217).,133000.0,54.58,9,0.15,0
367,Other,Bachelors,20000,459.9,15,Just the facts: it is frustrating (Ref:367-773).,20000.0,30.66,7,-0.4,1
368,Female,Masters,"$28,000",237.73,7,I felt it was average (Ref:368-594).,28000.0,33.96142857142857,6,-0.15,1
369,Female,Masters,20000,205.87,11,"This is slow, you get what you pay for (Ref:369-367).",20000.0,18.715454545454545,10,-0.30000000000000004,1
370,Male,Bachelors,"$56,000",909.68,22,"I thought the price was high, and I think it is lovely (Ref:370-988).",56000.0,41.349090909090904,13,0.33,2
371,Male,Bachelors,"$20,000",437.75,8,I felt it was as it is (Ref:371-810).,20000.0,54.71875,8,0.0,1
372,Male,Bachelors,"$170,000",1131.57,24,My friends also agree that it is great (Ref:372-178).,170000.0,47.14875,9,0.8,0
373,Male,High School,"$20,000",50.0,1,I felt it was a normal one (Ref:373-257).,20000.0,50.0,8,0.15,1
374,Female,High School,"$97,000",386.86,7,Just the facts: it is functional (Ref:374-376).,97000.0,55.26571428571429,7,0.0,0
375,Male,High School,"$34,000",876.55,22,"This is wonderful, you get what you pay for (Ref:375-974).",34000.0,39.84318181818182,10,1.0,2
376,Male,Bachelors,107000,205.14,7,My experience with this: terrible (Ref:376-424).,107000.0,29.305714285714284,6,-1.0,0
377,Female,High School,29000,497.94,10,My friends also agree that it is as it is (Ref:377-134).,29000.0,49.794,11,0.0,2
378,Female,Masters,20000,649.92,24,"I thought the price was high, and I think it is disappointing (Ref:378-252).",20000.0,27.08,13,-0.21999999999999997,2
379,Female,Bachelors,"$20,000",805.75,16,"I believe the price is reasonablen, the product: the best (Ref:379-479).",20000.0,50.359375,11,1.0,2
380,Male,Bachelors,"$22,000",129.04,1,"I believe the price is reasonablen, the product: as described (Ref:380-732).",22000.0,129.04,11,0.0,1
381,Male,Bachelors,30000,750.61,18,"This is the best, you get what you pay for (Ref:381-725).",30000.0,41.70055555555555,11,1.0,2
382,Female,Bachelors,114000,1135.46,24,My opinion: it is amazing (Ref:382-635).,114000.0,47.310833333333335,6,0.6000000000000001,0
383,Other,Bachelors,"$20,000",91.04,7,"I believe the price is reasonablen, the product: as described (Ref:383-865).",20000.0,13.005714285714287,11,0.0,1
384,Male,Bachelors,"$20,000",100.0,1,I felt it was a normal one (Ref:384-329).,20000.0,100.0,8,0.15,1
385,Male,Masters,"$20,000",316.77,10,My experience with this: bad (Ref:385-790).,20000.0,31.677,6,-0.6999999999999998,1
386,Male,High School,20000,534.15,15,"This is amazing, you get what you pay for (Ref:386-692).",20000.0,35.61,10,0.6000000000000001,2
387,Female,Bachelors,64000,670.06,20,I felt it was excellent (Ref:387-859).,64000.0,33.503,6,1.0,2
388,Female,Bachelors,"$20,000",559.08,15,Just the facts: it is disappointing (Ref:388-563).,20000.0,37.272000000000006,7,-0.6,2
389,Male,High School,93000,738.37,10,Just the facts: it is frustrating (Ref:389-123).,93000.0,73.837,7,-0.4,0
390,Female,Masters,24000,347.55,8,My experience with this: buggy (Ref:390-800).,24000.0,43.44375,6,0.0,1
391,Male,Masters,"$20,000",548.63,15,My friends also agree that it is average (Ref:391-558).,20000.0,36.57533333333333,9,-0.15,2
392,Female,Bachelors,"$40,000",315.43,11,"I thought the price was high, and I think it is frustrating (Ref:392-785).",40000.0,28.675454545454546,13,-0.12000000000000001,1
393,Male,Masters,20000,246.95,6,My friends also agree that it is expensive (Ref:393-463).,20000.0,41.15833333333333,9,-0.5,1
394,Male,Bachelors,"$134,000",524.08,16,"I believe the price is reasonablen, the product: disappointing (Ref:394-377).",134000.0,32.755,10,-0.6,0
395,Female,Bachelors,135000,340.02,4,"I believe the price is reasonablen, the product: as described (Ref:395-622).",135000.0,85.005,11,0.0,0
396,Female,Bachelors,"$67,000",834.3,15,Just the facts: it is as described (Ref:396-430).,67000.0,55.62,8,0.0,2
397,Male,Bachelors,20000,434.11,13,"This is expensive, you get what you pay for (Ref:397-406).",20000.0,33.393076923076926,10,-0.5,1
398,Female,Bachelors,"$20,000",901.95,20,Just the facts: it is fantastic (Ref:398-175).,20000.0,45.097500000000004,7,0.4,2
399,Female,Bachelors,165000,573.17,20,Just the facts: it is as described (Ref:399-741).,165000.0,28.658499999999997,8,0.0,0
400,Female,Masters,26000,575.96,11,My experience with this: bad (Ref:400-167).,26000.0,52.36000000000001,6,-0.6999999999999998,2
401,Other,Bachelors,49000,600.57,16,"I thought the price was high, and I think it is buggy (Ref:401-776).",49000.0,37.535625,13,0.16,2
402,Female,Bachelors,20000,436.74,13,"I believe the price is reasonablen, the product: buggy (Ref:402-421).",20000.0,33.59538461538462,10,0.0,1
403,Male,Masters,"$31,000",43.51,3,"I believe the price is reasonablen, the product: as described (Ref:403-204).",31000.0,14.503333333333332,11,0.0,1
404,Female,Bachelors,"$20,000",963.6,23,My friends also agree that it is fantastic (Ref:404-537).,20000.0,41.89565217391304,9,0.4,2
405,Female,Bachelors,106000,708.74,20,"This is slow, you get what you pay for (Ref:405-579).",106000.0,35.437,10,-0.30000000000000004,0
406,Female,Bachelors,"$33,000",696.7,13,"I thought the price was high, and I think it is a normal one (Ref:406-448).",33000.0,53.5923076923077,15,0.155,2
407,Male,Masters,"$121,000",918.55,23,My experience with this: disappointing (Ref:407-692).,121000.0,39.93695652173913,6,-0.6,0
408,Male,Bachelors,84000,692.43,14,"I believe the price is reasonablen, the product: fantastic (Ref:408-152).",84000.0,49.45928571428571,10,0.4,0
409,Male,High School,36000,672.12,18,Just the facts: it is terrible (Ref:409-565).,36000.0,37.34,7,-1.0,2
410,Male,Bachelors,"$56,000",943.85,22,"I thought the price was high, and I think it is fantastic (Ref:410-354).",56000.0,42.90227272727273,13,0.28,2
411,Male,Bachelors,"$25,000",749.96,24,My experience with this: slow (Ref:411-724).,25000.0,31.248333333333335,6,-0.30000000000000004,2
412,Female,Bachelors,"$35,000",390.52,15,"I thought the price was high, and I think it is expensive (Ref:412-513).",35000.0,26.034666666666666,13,-0.16999999999999998,1
413,Female,Masters,20000,437.37,12,My opinion: it is frustrating (Ref:413-566).,20000.0,36.4475,6,-0.4,1
414,Female,Bachelors,"$25,000",18.37,3,"I believe the price is reasonablen, the product: terrible (Ref:414-443).",25000.0,6.123333333333334,10,-1.0,1
415,Female,Bachelors,"$20,000",294.91,9,"I thought the price was high, and I think it is functional (Ref:415-279).",20000.0,32.76777777777778,13,0.16,1
416,Male,Masters,"$20,000",550.71,6,"I believe the price is reasonablen, the product: as it is (Ref:416-999).",20000.0,91.78500000000001,12,0.0,2
417,Female,Bachelors,"$20,000",50.0,1,Just the facts: it is average (Ref:417-521).,20000.0,50.0,7,-0.15,1
418,Male,Bachelors,141000,1008.62,23,"This is as described, you get what you pay for (Ref:418-212).",141000.0,43.85304347826087,11,0.0,0
419,Female,High School,"$90,000",234.95,11,"This is as it is, you get what you pay for (Ref:419-238).",90000.0,21.35909090909091,12,0.0,1
420,Female,High School,"$20,000",50.0,3,My friends also agree that it is as it is (Ref:420-441).,20000.0,16.666666666666668,11,0.0,1
421,Male,High School,48000,639.55,21,Just the facts: it is as described (Ref:421-999).,48000.0,30.454761904761902,8,0.0,2
422,Male,Bachelors,"$36,000",433.26,10,Just the facts: it is frustrating (Ref:422-569).,36000.0,43.326,7,-0.4,1
423,Male,High School,"$24,000",509.34,8,My friends also agree that it is the best (Ref:423-733).,24000.0,63.6675,10,1.0,2
424,Male,Bachelors,"$42,000",50.0,6,"I thought the price was high, and I think it is bad (Ref:424-435).",42000.0,8.333333333333334,13,-0.2699999999999999,1
425,Female,Bachelors,"$69,000",885.91,22,My experience with this: the best (Ref:425-333).,69000.0,40.26863636363636,7,1.0,2
426,Male,Bachelors,45000,16.18,4,My experience with this: slow (Ref:426-553).,45000.0,4.045,6,-0.30000000000000004,1
427,Male,Bachelors,32000,807.49,22,My friends also agree that it is disappointing (Ref:427-518).,32000.0,36.70409090909091,9,-0.6,2
428,Female,Bachelors,20000,287.08,10,My experience with this: buggy (Ref:428-831).,20000.0,28.708,6,0.0,1
429,Male,Bachelors,121000,964.9,23,I felt it was as described (Ref:429-192).,121000.0,41.952173913043474,7,0.0,0
430,Female,Bachelors,20000,210.53,2,"I thought the price was high, and I think it is bad (Ref:430-204).",20000.0,105.265,13,-0.2699999999999999,1
431,Female,Bachelors,154000,294.5,7,Just the facts: it is buggy (Ref:431-573).,154000.0,42.07142857142857,7,0.0,0
